userId,productNumber,altNumber1,altNumber2,altNumber3,altNumber4,altNumber5,altNumber6,quantity,productType,brand,description,relatedTags,createdAt,updatedAt
1,00AM393 ,00AM383,00D3863,,,,,1,Operator information panel assembly|,,IBM FRONT CONTROL PANEL (00AM393)FOR X3550 M4 - LIGHT PATH DIAGNOSTIC,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00AT200,,,,,,,1,Host Bus Adapter,ATTO,ATTO ExpressSAS SAS/SATA Host Bus Adapters (HBAs),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00CMMN,RK5TK / 0RK5TK,,,,,,2,Server,Dell,Dell PowerEdge R730,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00D0050,00FN709,,# 00WA094| 00D0402 (Board),,,,4,Compute Book,Lenovo / IBM,Lenovo Compute Book X6 DDR4 for System X3850 X3950,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00D2026,94Y5233,94Y5232,,,,,1,Network Adapter,Lenovo,Lenovo Broadcom NetXtreme II ML2 Dual Port 10GbaseT Ethernet Adapter for System X,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00D5024,,,,,,,0,Memory,IBM,IBM 4GB 1Rx4 PC3-12800 DDR3-1066,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00D5036,47j0222,00D6038,,,,,4,Memory,IBM,IBM 8GB PC3L-12800R,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00D5048,47J0225,46W0670,# SAMSUNG M393B2G70QH0-CMA // HYNIX HMT42GR7AFR4C-RD,,,,199,Memory,Lenovo /IBM,Lenovo 16GB 2Rx4 PC3-14900R,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00D6304,00D6316,,,,,,8,Heatsink,IBM,IBM Flex System x440 CPU 1 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00E7600,,,SM17A06246,,,,36,Hard Drive Caddy SFF,IBM /  Lenovo,IBM / Lenovo SAS/SATA Hard Drive Tray Caddy for System x3250 x3550 x3650  M5 / x3850 x3950 M6,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC526,SF10A42159,,,,,,123,Fan,Lenovo,Lenovo ThinkServer RD550 Fan Module,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC527,,,,,,,64,Heatsink,Lenovo,Lenovo RD550 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC528,,,,,,,5,Heatsink,Lenovo,Lenovo ThinkServer RD650 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC529,,,,,,,19,Fan,Lenovo / IBM,Lenovo ThinkServer RD650 Fan,N/A,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC551,,,,,,,0,Heatsink,Lenovo,Lenovo ThinkServer RD350 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC553,,SF10A42164,6Y70B0803801,,,,30,Fan,Lenovo,Lenovo ThinkServer RD350 Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FC954,699-5G413-0500-110,,,,,,0,Graphics Card / GPU,Lenovo - Nvidia,Lenovo Nvidia quadro P5000,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FF273,,,,,,,0,License,Lenovo / Windows,Lenovo Microsoft Windows Sotrage server 2012,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FJ756,N32439C,00JY139,,,,,11,HDD Backplane,Lenovo / IBM,"Lenovo x3650 M5 8 x 2.5"" HDD Backplane",,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK343,00MV395,,N34022F,,,,11,Fan,Lenovo / IBM,Lenovo X3550 M5 Cooling Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK455,00KC909,,,,,,193,Fan,Lenovo / IBM,LENOVO SYSTEM X3550 M5 Hot Swap Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK636,00KC570,,,,,,32,Power Supply Backplane,Lenovo / IBM,Lenovo x3650 M5 Power Paddle Module,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK816,00FK817,,# 00KF817 | 00KF830,,,,1,Cable,Lenovo,Lenovo System x3650 M5 Mini-SAS HD 250mm Cable,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK840,00FK841,,,,,,8,Cable,IBM,IBM X3650 M5 SAS HD 835/770 MM CABLE,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK883,,,,,,,11,Fan,IBM,IBM X3650 M5 V4 Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FK885,00KA518,N33302A,,,,,34,Heatsink,Lenovo,Lenovo IBM Performance Aluminum Heatsink System X3650 M5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FN177,00FN173,00FN174,ST6000NM0115 / 1YZ110-155,,,,0,Hard Drive,Lenovo / Seagate,"Lenovo System X 6TB 7.2K SATA 6G 3.5""",,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FN641,00FN671,N33587C,,,,,4,Heatsink,Lenovo / IBM,Lenovo System X3850 X6 Heatsink X3950 X6 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00FN822,,,,,,,1,Riser,Lenovo / IBM,Lenovo IBM X6 Half-Length I/O Book PCI-E Expansion Adapter,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00HV185,SP50F33334,,,,,,1,Power Supply,Lenovo,Lenovo 550W powersupply for Think Server RD450/RD650,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00JX189,,00AE678,,,,,1,Hard Drive Backplane Board,IBM,IBM MT-9532 x240 M5 HDD Backplane,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00JY023,N33186,00JY023,,,,,16,Battery FBWC,Lenovo / IBM,Lenovo SERVERAID M5100 SERIES FLASH POWER MODULE,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00JY854,,00AG522,,,,,1,Network Adapter,Intel / Lenovo,Lenovo Intel I350-T4 1GB 4-Port BaseT Network Adapter,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00JY855,,49Y7962,46C3448,,,,0,Network Adapter,Intel,Lenovo Intel X520-DA2 Dual Port 10GB Ethernet SFP+ Adapter,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00JY932,0N33726,,,,,,0,Network Adapter,Intel / Lenovo,Lenovo Intel I350-T4 ML2 1GBE Quad-Port Network Adapter,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KA061 ,,00KF624,,,,,1,Riser,lenovo,Lenovo System x3550M5 PCIe Riser 1 (1x LP x16 CPU0),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KA098,94Y8200,94Y8298,,,,,0,Power Supply,Lenovo,Lenovo 900W High Efficiency Platinum AC Power Supply,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KA498,00FK629 (Board) / 00KA536 (Cage),,,,,,1,Riser Kit,Lenovo,Lenovo System x3650 M5 PCIe Riser (2 x8 FH/FL + 1 x8 FH/HL Slots),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KA519,00FK630 (Board) / 00KA536 (Cage),,,,,,1,Riser Kit,Lenovo,Lenovo System X3650 M5 PCIe Riser 1 (2 x8 FH/FL + 1 x8 ML2 Slots),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KA536,,N33763C,,,,,0,Riser Cage,Lenovo,Lenovo System x3650 M5 Riser Cage,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KA592,,,,,,,1,Rail Kit,IBM,IBM RAIL KIT FOR IBM SYSTEM X3550 M5 / X3650 M5 ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KC676,00MU053,00KA516 / N33949J,,,,,160,Fan,Lenovo,Lenovo x3650 M5 Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KC718,00KA517,N3302A,,,,,281,Heatsink,Lenovo,Lenovo x3650 M5 Server Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KC788,00FK884,N33302A,,,,,119,Heatsink,IBM / Lenovo,Lenovo x3650 M5 5462/8871 latch type Heatsink below 95w,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KC800,,00MV396,N34022F,,,,32,Fan,IBM / Lenovo,Lenovo x3550 M5 Cooling Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00kc907,,,,,,,5,Fan,,X3350 M5 Case Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KC911,00FK456,N32965Z,,,,,0,Heatsink,Lenovo / IBM,Lenovo/IBM x3550 M5 Low T-case Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KC912,00FK457,N32965Z,,,,,144,Heatsink,Lenovo / IBM,Lenovo Heatsink For X3550 M5 Server,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KF001,N34060,88Y5920,,,,,5,Network Adapter,Lenovo,Lenovo Flex System CN4022 2-Port 10 Gb Converged Network Adapter 00kf001 x240 m5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KF104,00AE667,N32930D,,,,,118,Heatsink,IBM / Lenovo,Lenovo x240 M5 (9532) CPU1 (Rear) Heatsink (< 135w),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KF106,00AE666,N32930D,,,,,85,Heatsink,IBM / Lenovo,Lenovo x240 M5 (9532) CPU2 (Front) Heatsink (<135W),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KF624,,,00KG367,,,,0,Riser,Lenovo,Lenovo System x3550 M5 PCIe Riser 1,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KF830,00KF719,,# 00FK816 | 00FK817,,,,0,Cable,Lenovo,Lenovo System x3650 M5 Mini-SAS HD 250mm Cable,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KG368,,,,,,,1,Riser, IBM,M5 PCIe Riser Bracket Cage,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KG849,,,,,,,0,CPU Kit,Lenovo,IBM Lenovo E5-2667v3 x3650 M5 CPU Kit,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KH413,,44W3392,,,,,11,FBWC,Lenovo / IBM,Lenovo ServeRAID M5200 Series 1GB Cache RAID 5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KH414,,44W3393,,,,,8,FBWC,Lenovo / IBM,Lenovo ServeRAID M5200 Series 1GB Cache RAID 5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KH415,,44W3394,# 00AE852| 46C9111 (M5210) ,,,,13,FBWC,Lenovo / IBM,Lenovo ServerRAID M5200 Series 2GB Flash Cache/RAID 5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00KH416,,44W3395,H3-25494-07C,,,,1,FBWC,Lenovo,Lenovo ServeRAID M5200 Series 4GB Cache RAID 5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00ML700,,,,,,,2,SD Card Media,Lenovo,Lenovo Blank 32GB SD Flash Memory Card for System X,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MN789,,,,,,,20,Network Adapter,IBM,IBM CN4054R 10GB VIRTUAL FABRIC ADAPTER FOR LENOVO FLEX SYSTEM X240 M5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MU053,N33949J,00KA516,,,,,557,Fan,IBM / Lenovo,IBM FAN FOR IBM SYSTEM X3650 M5 - V3,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MU067,,00KF406,,,,,2,Air baffle,Lenovo,Lenovo x3650 M5 Air Baffle,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MU235,81Y7095,N33583Y,,,,,0,Fan,Lenovo / IBM,IBM System x3500 M5 (5464) Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MV248,,,,,,,1,System Board,Lenovo,Lenovo x3550 M5 (5463) System Board,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MV288,00KF093,00MV292,,,,,1,Hard Drive Backplane,IBM Lenovo,IBM Lenovo x240 M5 HDD Backplane 2x 2.5 bays,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MV31,,,,,,,2,Transceiver,Dell,DELL AFBR-79EEPZ-FT1 40Gbase-eSR4 QSFP+ 40G 400m 0MV31 462-3624 331-8335,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00mv896,,,00kf491,,,,1,Media Bay,ibm,IBM x3650 M5 Server Front Pane ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MV919,,00YE421,,,,,1,Fan Cage,LEnovo,Lenovo Fan Tray for x3650 m5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MV921,N34635J,00YE423 / 00KC677,,,,,187,Fan,IBM / Lenovo,IBM Lenovo X3650 M5 V4 Cooling Fan,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MW385,,,# 8871-AC1 / 8871AC1,,,,0,System Board,Lenovo,Lenovo x3650 System Board (8871),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00MW807,,,,,,,0,Systemboard,IBM / Lenovo,X240 M5 Systemboard,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00NV204,46W0829,46W0831,,,,,0,Memory,Lenovo,Lenovo 16GB 2Rx4 PC4-2400T,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00NV205,46W0833,46W0835,,,,,16,Memory,Lenovo / IBM,Lenovo 32GB 2Rx4 PC4-2400T (FRU: 46W0835),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00UP462,,SSS0L25075,MZVKW1T0HMLH-000L7,,,,2,NVMe,Lenovo ,Lenovo 1TB PCIe NVMe M.2 ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00UP490,,MZVLB512HAJQ-000L7,,,,,0,NVMe,Lenovo,Lenovo SSD 512GB PCIe3x4 M.2 00UP490,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00UP734,,00UP734,MZ-VLB256B / MZVLB256HBHQ-000L7 / # 01FR594 (equivalent),,,,1,NVMe,Lenovo / Samsung,Lenovo Samsung PM981a 256GB M.2 NVMe 2280 SSD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00W2461,,94Y7568,,,,,1,Air baffle,IBM,Air Baffle for System X3550 M4 Server,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WA069,,,,,,,0,Compute Book,Lenovo,Lenovo System X3850/3950 x 6 Type 6241Compute book (for E7-x8xx v3 series| 12-DIMM| DDR4| compute book models 6241AAx| 6241ABx| 6241ACx| 6241ADx| and 6241AEx),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WC067,,7001540-J000-AH-4016-EPET,81-00000104-00-01+A,,,,6,PSU,,573W Redundant Power Supply for Lenovo Storage,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WG660,00WG664,00WG661,AL13SXB30EN,,,,2,Hard Disk Drive / HDD,Lenovo,"Lenovo SystemX 300GB 15K SAS 12G 2.5"" G3HS SFF HDD",,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WG685,00WG689,00WG686,,,,,0,Hard Drive / HDD,Lenovo,300GB 10k SAS,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WG690,00WG691,00WG694,,,,,0,Hard Disk Drive / HDD,Lenovo / IBM,Lenovo 600GB 12Gbps 10K 2.5 SAS HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WG695,00WG696,00WG699,AL14SEB090N,,,,8,Hard Disk Drive / HDD,Lenovo,"Lenovo System X 900GB 10K 12Gbps SAS 2.5"" G3HS HDD",,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WG700,00WG701,00WG704,ST1200MM0088,,,,0,Hard Drive,Lenovo,Lenovo System X 1.2TB 10K SAS 12Gb,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00WG775,,,,,,,1,Solid State Drive / SSD ,Lenovo - Intel,Lenovo INTEL SSD 240GB 3.5 SATA ENTRY S3510,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00XH001,,,,,,,0,Memory,Lenovo / IBM,Lenovo 16GB 2Rx4 PC4-2400T ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y3309,,,,,,,1,Fiber Channel Adapter,,,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y4717,,,,,,,0,LIcense,IBM Microsoft,Windows server 2012 license,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y5628,,,,,,,2,Host Bus Adapter / HBA,Lenovo / IBM,QLogic QLE2560 8GB FC Single Port PCI-e HBA,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y5629,,,,,,,1,Host Bus Adapter,IBM / Lenovo,IBM Sanblade 8GB Dual Port PCIe FC HBA,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y5635,,00Y5634,,,,,8,Network Card,IBM/ Lenovo,IBM EMULEX FC5054 16GB 4 PORT FC ADAPTER FOR LENOVO FLEX SYSTEM X240 M5,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y7946,94Y7588,00AM326,,,,,1,Riser,,IBM X3550 M4 x16 PCIe Riser Card Low Profile 00Y7946 00AM326 94Y7588,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00Y8375,,00AM544,,,,,0,System Board,IBM,IBM x3550 M4 System Board,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YA701,,00YA736,00FN856,,,,3,I/O Module,Lenovo,Lenovo System x3850 / X3950 X6 6241  I/O Book,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YC320,,,,,,,1,Solid State Drive / SSD,Lenovo - Intel,Lenovo Intel SSD 200GB 2.5IN SATA PERFORM S3710,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YC325,00YC329,00YC326,SSDSC2BA400G4N,,,,1,SSD / Solid State Drive,Lenovo / IBM,Lenovo System X 400GB 6G SATA SFF SSD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YC340,,,,,,,5,Solid State Drive / SSD,Lenovo - Intel,"Lenovo Intel S3710 400GB 3.5"" SATA Perform SSD",,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YC529,,,,,,,0,Solid State Drive / SSD,Lenovo,LENOVO SSD 480GB 2.5IN SATA M500DC MAINSTREAM,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YD098,,,,,,,0,Backplane,Lenovo,LENOVO  ThinkSystem NVMe/SATA Backplane for SN550,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YD473,00MW154,N34277X,,,,,18,Heatsink,Lenovo,Lenovo Front CPU-2 Heatsink (SD350 Type 5493),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YE561,00YE562,,,,,,4,Heatsink,Lenovo,Lenovo ThinkSystem SN550 Rear CPU 1 Heatsink,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YG718,,,,,,,0,Hard Drive / HDD,Lenovo,Lenovo 1.8TB 2.5IN SAS 10K HDD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YJ424,,,# 5462-AC1 / 5462AC1,,,,2,System Board,Lenovo,Lenovo x3650 M5 System Board (5462),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YJ766,00AF367,00YJ730,00AE535,,,,141,Clip,,IBM Corporation Microprocessor Installation Tool ,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YJ974,,00YJ984,,,,,0,Power Supply,Lenovo,Lenovo x3500 M5 750W AC 80 Plus Platinum Power Supply,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YK353,,,CV3-8D128 / SSD0L20505,,,,0,NVMe ,Lenovo,LENOVO ThinkSystem M.2 128GB SATA 6Gbps Non-Hot Swap SSD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YK543,,,,,,,0,Mezanine Card,Lenovo,Lenovo ThinkSystem Qlogic QML2692 Mezz 16GB 2-Port Fibre Channel Adapter,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YL556,00YL557,700-013700-0200,700-013700-0000,,,,0,Power Supply,IBM/Lenovo,IBM 750W High Efficiency Platinum AC PS for System X,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,00YL859,00YL866,,,,,,1,Cable,Lenovo,Lenovo System x3650 M5 Double Mini-SAS HD 450/450mm Cable,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,010K7M,,,,,,,0,GPU,Dell,Nvidia RTX8000,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,0114T27902,,,,,,,0,Scanner,Canon,Canon Image Formula DR-M160II,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,011818-002,305414-001,011818-002,,,,,1,Raid Card,,Smart Array 641 Ultra320 SCSI controller with 64MB cache - 64-bit| 133MHz - Requires one PCI-X slot - Does not include a cache module or a battery,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01AG492,,900-1G411-2720-000,,,,,1,GPU,Nvidia / Lenovo,Nvidia GeForce GTX 1070,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01AG609,,,,,,,0,Memory,Lenovo / IBM,Lenovo 16GB 2Rx4 PC4-2400T,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01CV793,00AG590,,,,,,0,Network Adapter,Lenovo,Lenovo CN4054S 4 Port 10GB Virtual Fabric,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01FR594,,01FR594,MZ-VLB256B / MZVLB256HBHQ-000L2 / # 00UP734 (equivalent),,,,1,NVMe,Lenovo / Samsung,Lenovo Samsung PM981a 256GB M.2 NVMe 2280 SSD,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01G-P3-1180-BR,600-10892-0055-400,,,,,,0,GPU,Nvidia,Nvidia EVGA GeForce GTX 285 1GB,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01GT440,,,,,,,0,System Board,Lenovo,Lenovo x3650 M5 System Board (5462),,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01GT572,,,,,,,0,Systemboard,,,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
1,01GV281,,01GV281,# 7X02CTO1WW,,,,0,HDD Backplane,Lenovo,Lenovo ThinkSystem SR630 10SFF NVMe HDD Backplane,,2022-01-03 20:38:35.5-05,2022-01-03 20:38:35.5-05
